 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # WARNING: High-energy factorization with free-atom DF screening.
 #          Absorption, polarization and exchange corrections are
 #          switched off.
 #          Phase shifts are calculated for the bare nucleus.
 #          Scattering amplitudes are not evaluated.
 #
 # Element:  F,  Z =   9,  atomic weight = 1.89984E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 2.85511E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons =  9
 #
 # Total elastic cross section = 2.88866E-19 cm**2 = 1.03156E-02 a0**2
 # 1st transport cross section = 7.14884E-24 cm**2 = 2.55290E-07 a0**2
 # 2nd transport cross section = 2.04452E-23 cm**2 = 7.30110E-07 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  9.000E-03  6.16850E-09  2.18165E-14  7.79082E+02  0.00000E+00  1.0E-05
  9.250E-03  6.51596E-09  2.18031E-14  7.78604E+02  0.00000E+00  1.0E-05
  9.500E-03  6.87293E-09  2.17894E-14  7.78113E+02  0.00000E+00  1.0E-05
  9.750E-03  7.23942E-09  2.17752E-14  7.77608E+02  0.00000E+00  1.0E-05
  1.000E-02  7.61544E-09  2.17608E-14  7.77092E+02  0.00000E+00  1.0E-05
  1.250E-02  1.18991E-08  2.15970E-14  7.71243E+02  0.00000E+00  1.0E-05
  1.500E-02  1.71347E-08  2.13993E-14  7.64184E+02  0.00000E+00  1.0E-05
  1.750E-02  2.33223E-08  2.11691E-14  7.55964E+02  0.00000E+00  1.0E-05
  2.000E-02  3.04617E-08  2.09081E-14  7.46641E+02  0.00000E+00  1.0E-05
  2.250E-02  3.85531E-08  2.06179E-14  7.36280E+02  0.00000E+00  1.0E-05
  2.500E-02  4.75965E-08  2.03006E-14  7.24949E+02  0.00000E+00  1.0E-05
  2.750E-02  5.75917E-08  1.99583E-14  7.12723E+02  0.00000E+00  1.0E-05
  3.000E-02  6.85389E-08  1.95930E-14  6.99678E+02  0.00000E+00  1.0E-05
  3.250E-02  8.04380E-08  1.92070E-14  6.85895E+02  0.00000E+00  1.0E-05
  3.500E-02  9.32891E-08  1.87848E-14  6.70817E+02  0.00000E+00  1.0E-05
  3.750E-02  1.07092E-07  1.83395E-14  6.54916E+02  0.00000E+00  1.0E-05
  4.000E-02  1.21847E-07  1.79110E-14  6.39615E+02  0.00000E+00  1.0E-05
  4.250E-02  1.37554E-07  1.75010E-14  6.24974E+02  0.00000E+00  1.0E-05
  4.500E-02  1.54213E-07  1.70063E-14  6.07306E+02  0.00000E+00  1.0E-05
  4.750E-02  1.71823E-07  1.65373E-14  5.90557E+02  0.00000E+00  1.0E-05
  5.000E-02  1.90386E-07  1.60950E-14  5.74763E+02  0.00000E+00  1.0E-05
  5.250E-02  2.09900E-07  1.56154E-14  5.57635E+02  0.00000E+00  1.0E-05
  5.500E-02  2.30367E-07  1.51233E-14  5.40064E+02  0.00000E+00  1.0E-05
  5.750E-02  2.51785E-07  1.46635E-14  5.23643E+02  0.00000E+00  1.0E-05
  6.000E-02  2.74156E-07  1.42151E-14  5.07629E+02  0.00000E+00  1.0E-05
  6.250E-02  2.97478E-07  1.37169E-14  4.89839E+02  0.00000E+00  1.0E-05
  6.500E-02  3.21752E-07  1.32539E-14  4.73306E+02  0.00000E+00  1.0E-05
  6.750E-02  3.46978E-07  1.28237E-14  4.57944E+02  0.00000E+00  1.0E-05
  7.000E-02  3.73156E-07  1.23543E-14  4.41180E+02  0.00000E+00  1.0E-05
  7.250E-02  4.00286E-07  1.19009E-14  4.24988E+02  0.00000E+00  1.0E-05
  7.500E-02  4.28368E-07  1.14806E-14  4.09981E+02  0.00000E+00  1.0E-05
  7.750E-02  4.57402E-07  1.10615E-14  3.95012E+02  0.00000E+00  1.0E-05
  8.000E-02  4.87388E-07  1.06277E-14  3.79523E+02  0.00000E+00  1.0E-05
  8.250E-02  5.18325E-07  1.02262E-14  3.65183E+02  0.00000E+00  1.0E-05
  8.500E-02  5.50215E-07  9.85407E-15  3.51895E+02  0.00000E+00  1.0E-05
  8.750E-02  5.83057E-07  9.44853E-15  3.37413E+02  0.00000E+00  1.0E-05
  9.000E-02  6.16850E-07  9.07202E-15  3.23968E+02  0.00000E+00  1.0E-05
  9.250E-02  6.51596E-07  8.72313E-15  3.11509E+02  0.00000E+00  1.0E-05
  9.500E-02  6.87293E-07  8.37022E-15  2.98906E+02  0.00000E+00  1.0E-05
  9.750E-02  7.23942E-07  8.02274E-15  2.86497E+02  0.00000E+00  1.0E-05
  1.000E-01  7.61543E-07  7.70058E-15  2.74993E+02  0.00000E+00  1.0E-05
  1.250E-01  1.18991E-06  5.02546E-15  1.79462E+02  0.00000E+00  1.0E-05
  1.500E-01  1.71347E-06  3.26371E-15  1.16549E+02  0.00000E+00  1.0E-05
  1.750E-01  2.33223E-06  2.13843E-15  7.63649E+01  0.00000E+00  1.0E-05
  2.000E-01  3.04617E-06  1.42466E-15  5.08754E+01  0.00000E+00  1.0E-05
  2.250E-01  3.85531E-06  9.69070E-16  3.46061E+01  0.00000E+00  1.0E-05
  2.500E-01  4.75964E-06  6.74154E-16  2.40745E+01  0.00000E+00  1.0E-05
  2.750E-01  5.75916E-06  4.79772E-16  1.71330E+01  0.00000E+00  1.0E-05
  3.000E-01  6.85388E-06  3.49067E-16  1.24654E+01  0.00000E+00  1.0E-05
  3.250E-01  8.04378E-06  2.59336E-16  9.26106E+00  0.00000E+00  1.0E-05
  3.500E-01  9.32888E-06  1.96389E-16  7.01317E+00  0.00000E+00  1.0E-05
  3.750E-01  1.07092E-05  1.51501E-16  5.41020E+00  0.00000E+00  1.0E-05
  4.000E-01  1.21846E-05  1.18741E-16  4.24033E+00  0.00000E+00  1.0E-05
  4.250E-01  1.37553E-05  9.44634E-17  3.37335E+00  0.00000E+00  1.0E-05
  4.500E-01  1.54212E-05  7.61606E-17  2.71974E+00  0.00000E+00  1.0E-05
  4.750E-01  1.71822E-05  6.21475E-17  2.21933E+00  0.00000E+00  1.0E-05
  5.000E-01  1.90385E-05  5.12589E-17  1.83049E+00  0.00000E+00  1.0E-05
  5.250E-01  2.09899E-05  4.26971E-17  1.52474E+00  0.00000E+00  1.0E-05
  5.500E-01  2.30365E-05  3.58832E-17  1.28141E+00  0.00000E+00  1.0E-05
  5.750E-01  2.51783E-05  3.03985E-17  1.08555E+00  0.00000E+00  1.0E-05
  6.000E-01  2.74153E-05  2.59371E-17  9.26232E-01  0.00000E+00  1.0E-05
  6.250E-01  2.97475E-05  2.22788E-17  7.95590E-01  0.00000E+00  1.0E-05
  6.500E-01  3.21749E-05  1.92539E-17  6.87568E-01  0.00000E+00  1.0E-05
  6.750E-01  3.46974E-05  1.67303E-17  5.97450E-01  0.00000E+00  1.0E-05
  7.000E-01  3.73152E-05  1.46109E-17  5.21765E-01  0.00000E+00  1.0E-05
  7.250E-01  4.00281E-05  1.28210E-17  4.57846E-01  0.00000E+00  1.0E-05
  7.500E-01  4.28362E-05  1.13001E-17  4.03533E-01  0.00000E+00  1.0E-05
  7.750E-01  4.57395E-05  9.99796E-18  3.57034E-01  0.00000E+00  1.0E-05
  8.000E-01  4.87380E-05  8.87929E-18  3.17085E-01  0.00000E+00  1.0E-05
  8.250E-01  5.18317E-05  7.91392E-18  2.82611E-01  0.00000E+00  1.0E-05
  8.500E-01  5.50205E-05  7.07694E-18  2.52722E-01  0.00000E+00  1.0E-05
  8.750E-01  5.83045E-05  6.34674E-18  2.26646E-01  0.00000E+00  1.0E-05
  9.000E-01  6.16838E-05  5.70874E-18  2.03863E-01  0.00000E+00  1.0E-05
  9.250E-01  6.51582E-05  5.14917E-18  1.83880E-01  0.00000E+00  1.0E-05
  9.500E-01  6.87277E-05  4.65637E-18  1.66282E-01  0.00000E+00  1.0E-05
  9.750E-01  7.23925E-05  4.22059E-18  1.50720E-01  0.00000E+00  1.0E-05
  1.000E+00  7.61524E-05  3.83466E-18  1.36938E-01  0.00000E+00  6.6E-05
  1.100E+00  9.21439E-05  2.66839E-18  9.52898E-02  0.00000E+00  4.9E-05
  1.200E+00  1.09658E-04  1.91198E-18  6.82780E-02  0.00000E+00  2.5E-05
  1.300E+00  1.28695E-04  1.40439E-18  5.01515E-02  0.00000E+00  3.7E-06
  1.400E+00  1.49255E-04  1.05379E-18  3.76315E-02  0.00000E+00  1.2E-05
  1.500E+00  1.71338E-04  8.05556E-19  2.87669E-02  0.00000E+00  2.0E-05
  1.600E+00  1.94942E-04  6.25957E-19  2.23533E-02  0.00000E+00  2.1E-05
  1.700E+00  2.20070E-04  4.93515E-19  1.76237E-02  0.00000E+00  1.6E-05
  1.800E+00  2.46720E-04  3.94177E-19  1.40763E-02  0.00000E+00  8.3E-06
  1.900E+00  2.74892E-04  3.18530E-19  1.13749E-02  0.00000E+00  5.2E-07
  2.000E+00  3.04586E-04  2.60129E-19  9.28939E-03  0.00000E+00  5.9E-06
  2.100E+00  3.35803E-04  2.14480E-19  7.65922E-03  0.00000E+00  9.1E-06
  2.200E+00  3.68542E-04  1.78392E-19  6.37050E-03  0.00000E+00  9.3E-06
  2.300E+00  4.02802E-04  1.49567E-19  5.34112E-03  0.00000E+00  7.2E-06
  2.400E+00  4.38585E-04  1.26323E-19  4.51106E-03  0.00000E+00  3.6E-06
  2.500E+00  4.75889E-04  1.07415E-19  3.83587E-03  0.00000E+00  4.3E-07
  2.600E+00  5.14715E-04  9.19106E-20  3.28219E-03  0.00000E+00  3.5E-06
  2.700E+00  5.55063E-04  7.91010E-20  2.82475E-03  0.00000E+00  5.0E-06
  2.800E+00  5.96931E-04  6.84444E-20  2.44420E-03  0.00000E+00  5.1E-06
  2.900E+00  6.40321E-04  5.95215E-20  2.12555E-03  0.00000E+00  3.8E-06
  3.000E+00  6.85233E-04  5.20049E-20  1.85713E-03  0.00000E+00  1.8E-06
  3.100E+00  7.31665E-04  4.56373E-20  1.62974E-03  0.00000E+00  5.5E-07
  3.200E+00  7.79618E-04  4.02144E-20  1.43608E-03  0.00000E+00  2.3E-06
  3.300E+00  8.29092E-04  3.55731E-20  1.27034E-03  0.00000E+00  3.2E-06
  3.400E+00  8.80086E-04  3.15821E-20  1.12782E-03  0.00000E+00  3.1E-06
  3.500E+00  9.32601E-04  2.81352E-20  1.00473E-03  0.00000E+00  2.3E-06
  3.600E+00  9.86636E-04  2.51458E-20  8.97972E-04  0.00000E+00  9.7E-07
  3.700E+00  1.04219E-03  2.25430E-20  8.05025E-04  0.00000E+00  5.5E-07
  3.800E+00  1.09927E-03  2.02684E-20  7.23797E-04  0.00000E+00  1.6E-06
  3.900E+00  1.15786E-03  1.82735E-20  6.52558E-04  0.00000E+00  2.1E-06
  4.000E+00  1.21797E-03  1.65181E-20  5.89872E-04  0.00000E+00  2.0E-06
  4.100E+00  1.27961E-03  1.49685E-20  5.34534E-04  0.00000E+00  1.4E-06
  4.200E+00  1.34276E-03  1.35964E-20  4.85537E-04  0.00000E+00  5.4E-07
  4.300E+00  1.40743E-03  1.23780E-20  4.42028E-04  0.00000E+00  5.1E-07
  4.400E+00  1.47362E-03  1.12931E-20  4.03286E-04  0.00000E+00  1.2E-06
  4.500E+00  1.54133E-03  1.03246E-20  3.68697E-04  0.00000E+00  1.5E-06
  4.600E+00  1.61056E-03  9.45764E-21  3.37739E-04  0.00000E+00  1.4E-06
