 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # WARNING: High-energy factorization with free-atom DF screening.
 #          Absorption, polarization and exchange corrections are
 #          switched off.
 #          Phase shifts are calculated for the bare nucleus.
 #          Scattering amplitudes are not evaluated.
 #
 # Element: Br,  Z =  35,  atomic weight = 7.99040E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 4.60865E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons = 35
 #
 # Total elastic cross section = 2.75914E-18 cm**2 = 9.85306E-02 a0**2
 # 1st transport cross section = 1.06040E-22 cm**2 = 3.78675E-06 a0**2
 # 2nd transport cross section = 2.98267E-22 cm**2 = 1.06513E-05 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  4.500E-01  1.54212E-05  9.55468E-16  3.41204E+01  0.00000E+00  1.0E-05
  4.750E-01  1.71822E-05  7.88127E-16  2.81445E+01  0.00000E+00  1.0E-05
  5.000E-01  1.90385E-05  6.55282E-16  2.34005E+01  0.00000E+00  1.0E-05
  5.250E-01  2.09899E-05  5.49132E-16  1.96099E+01  0.00000E+00  1.0E-05
  5.500E-01  2.30365E-05  4.63221E-16  1.65419E+01  0.00000E+00  1.0E-05
  5.750E-01  2.51783E-05  3.93566E-16  1.40545E+01  0.00000E+00  1.0E-05
  6.000E-01  2.74153E-05  3.36625E-16  1.20211E+01  0.00000E+00  1.0E-05
  6.250E-01  2.97475E-05  2.89737E-16  1.03467E+01  0.00000E+00  1.0E-05
  6.500E-01  3.21749E-05  2.50832E-16  8.95737E+00  0.00000E+00  1.0E-05
  6.750E-01  3.46974E-05  2.18339E-16  7.79702E+00  0.00000E+00  1.0E-05
  7.000E-01  3.73152E-05  1.91054E-16  6.82267E+00  0.00000E+00  1.0E-05
  7.250E-01  4.00281E-05  1.68008E-16  5.99968E+00  0.00000E+00  1.0E-05
  7.500E-01  4.28362E-05  1.48407E-16  5.29970E+00  0.00000E+00  1.0E-05
  7.750E-01  4.57395E-05  1.31642E-16  4.70104E+00  0.00000E+00  1.0E-05
  8.000E-01  4.87380E-05  1.17232E-16  4.18644E+00  0.00000E+00  1.0E-05
  8.250E-01  5.18317E-05  1.04781E-16  3.74180E+00  0.00000E+00  1.0E-05
  8.500E-01  5.50205E-05  9.39613E-17  3.35542E+00  0.00000E+00  1.0E-05
  8.750E-01  5.83045E-05  8.45136E-17  3.01803E+00  0.00000E+00  1.0E-05
  9.000E-01  6.16838E-05  7.62404E-17  2.72259E+00  0.00000E+00  1.0E-05
  9.250E-01  6.51582E-05  6.89679E-17  2.46289E+00  0.00000E+00  1.0E-05
  9.500E-01  6.87277E-05  6.25484E-17  2.23364E+00  0.00000E+00  1.0E-05
  9.750E-01  7.23925E-05  5.68558E-17  2.03036E+00  0.00000E+00  1.0E-05
  1.000E+00  7.61524E-05  5.18010E-17  1.84985E+00  0.00000E+00  4.2E-06
  1.100E+00  9.21439E-05  3.64232E-17  1.30070E+00  0.00000E+00  3.1E-06
  1.200E+00  1.09658E-04  2.63312E-17  9.40305E-01  0.00000E+00  1.6E-06
  1.300E+00  1.28695E-04  1.94798E-17  6.95636E-01  0.00000E+00  2.6E-07
  1.400E+00  1.49255E-04  1.46898E-17  5.24584E-01  0.00000E+00  7.6E-07
  1.500E+00  1.71338E-04  1.12831E-17  4.02927E-01  0.00000E+00  1.3E-06
  1.600E+00  1.94942E-04  8.80344E-18  3.14377E-01  0.00000E+00  1.3E-06
  1.700E+00  2.20070E-04  6.96407E-18  2.48692E-01  0.00000E+00  1.0E-06
  1.800E+00  2.46720E-04  5.57740E-18  1.99173E-01  0.00000E+00  5.4E-07
  1.900E+00  2.74892E-04  4.51896E-18  1.61375E-01  0.00000E+00  1.0E-07
  2.000E+00  3.04586E-04  3.70001E-18  1.32130E-01  0.00000E+00  3.6E-07
  2.100E+00  3.35803E-04  3.05846E-18  1.09220E-01  0.00000E+00  5.7E-07
  2.200E+00  3.68542E-04  2.54988E-18  9.10578E-02  0.00000E+00  5.9E-07
  2.300E+00  4.02802E-04  2.14305E-18  7.65297E-02  0.00000E+00  4.6E-07
  2.400E+00  4.38585E-04  1.81447E-18  6.47958E-02  0.00000E+00  2.3E-07
  2.500E+00  4.75889E-04  1.54675E-18  5.52354E-02  0.00000E+00  1.0E-07
  2.600E+00  5.14715E-04  1.32670E-18  4.73773E-02  0.00000E+00  2.1E-07
  2.700E+00  5.55063E-04  1.14459E-18  4.08741E-02  0.00000E+00  3.1E-07
  2.800E+00  5.96931E-04  9.92817E-19  3.54541E-02  0.00000E+00  3.2E-07
  2.900E+00  6.40321E-04  8.65495E-19  3.09074E-02  0.00000E+00  2.5E-07
  3.000E+00  6.85233E-04  7.58002E-19  2.70688E-02  0.00000E+00  1.2E-07
  3.100E+00  7.31665E-04  6.66749E-19  2.38100E-02  0.00000E+00  1.0E-07
  3.200E+00  7.79618E-04  5.88883E-19  2.10294E-02  0.00000E+00  1.4E-07
  3.300E+00  8.29092E-04  5.22106E-19  1.86447E-02  0.00000E+00  2.0E-07
  3.400E+00  8.80086E-04  4.64561E-19  1.65898E-02  0.00000E+00  2.0E-07
  3.500E+00  9.32601E-04  4.14747E-19  1.48109E-02  0.00000E+00  1.5E-07
  3.600E+00  9.86636E-04  3.71460E-19  1.32651E-02  0.00000E+00  1.0E-07
  3.700E+00  1.04219E-03  3.33698E-19  1.19166E-02  0.00000E+00  1.0E-07
  3.800E+00  1.09927E-03  3.00628E-19  1.07356E-02  0.00000E+00  1.0E-07
  3.900E+00  1.15786E-03  2.71560E-19  9.69757E-03  0.00000E+00  1.3E-07
  4.000E+00  1.21797E-03  2.45933E-19  8.78243E-03  0.00000E+00  1.3E-07
  4.100E+00  1.27961E-03  2.23269E-19  7.97309E-03  0.00000E+00  1.0E-07
  4.200E+00  1.34276E-03  2.03165E-19  7.25514E-03  0.00000E+00  1.0E-07
  4.300E+00  1.40743E-03  1.85273E-19  6.61622E-03  0.00000E+00  1.0E-07
  4.400E+00  1.47362E-03  1.69314E-19  6.04632E-03  0.00000E+00  1.0E-07
  4.500E+00  1.54133E-03  1.55042E-19  5.53666E-03  0.00000E+00  1.0E-07
  4.600E+00  1.61056E-03  1.42247E-19  5.07973E-03  0.00000E+00  1.0E-07
  4.700E+00  1.68131E-03  1.30745E-19  4.66899E-03  0.00000E+00  1.0E-07
  4.800E+00  1.75357E-03  1.20385E-19  4.29904E-03  0.00000E+00  1.0E-07
  4.900E+00  1.82735E-03  1.11034E-19  3.96511E-03  0.00000E+00  1.0E-07
  5.000E+00  1.90265E-03  1.02576E-19  3.66307E-03  0.00000E+00  1.0E-07
  5.100E+00  1.97947E-03  9.49091E-20  3.38927E-03  0.00000E+00  1.0E-07
  5.200E+00  2.05780E-03  8.79462E-20  3.14062E-03  0.00000E+00  1.0E-07
  5.300E+00  2.13765E-03  8.16121E-20  2.91442E-03  0.00000E+00  1.0E-07
  5.400E+00  2.21902E-03  7.58395E-20  2.70828E-03  0.00000E+00  1.0E-07
  5.500E+00  2.30190E-03  7.05691E-20  2.52007E-03  0.00000E+00  1.0E-07
  5.600E+00  2.38630E-03  6.57493E-20  2.34795E-03  0.00000E+00  1.0E-07
  5.700E+00  2.47222E-03  6.13351E-20  2.19032E-03  0.00000E+00  1.0E-07
  5.800E+00  2.55965E-03  5.72862E-20  2.04573E-03  0.00000E+00  1.0E-07
  5.900E+00  2.64859E-03  5.35667E-20  1.91290E-03  0.00000E+00  1.0E-07
